transaction_id,timestamp,customer_id,product_id,quantity,discount_applied,gross_revenue,campaign_id,refund_flag
771,2022-11-05 05:24:15,10209,1732.0,2,0.0,40.84,3,0
772,2022-07-17 11:30:12,53202,1117.0,1,0.0,99.89,8,0
773,2022-06-07 15:33:29,46813,,2,0.0,,31,0
774,2022-03-01 06:10:35,34077,65.0,1,0.0,87.61,41,0
775,2021-12-20 06:55:06,87009,1083.0,4,0.0,-55.56,48,1
776,2022-03-21 04:57:36,89562,1029.0,2,0.0,72.52,37,0
777,2021-03-11 13:28:19,7296,938.0,3,0.0,158.64,34,0
778,2023-04-01 17:00:25,55745,,4,0.15,,46,1
779,2022-10-20 06:12:56,12103,1047.0,1,0.0,122.73,34,0
780,2022-05-28 06:44:26,89189,19.0,1,0.0,128.05,17,0
781,2023-09-07 10:35:42,93766,973.0,1,0.0,196.26,0,0
782,2021-08-08 14:39:17,24164,511.0,4,0.0,485.04,39,0
783,2022-12-07 17:38:23,61957,,4,0.0,,41,0
784,2021-10-25 12:49:12,82532,1512.0,1,0.0,125.59,49,0
785,2023-04-02 05:10:14,71042,1636.0,1,0.0,28.55,4,0
786,2023-10-18 08:32:11,36642,1309.0,1,0.0,164.88,41,0
787,2021-12-12 02:23:05,48323,1892.0,2,0.2,13.2,0,0
788,2023-06-17 22:23:02,81730,,1,0.0,,35,0
789,2022-02-02 07:20:33,2482,1195.0,1,0.0,40.29,20,0
790,2023-12-23 19:11:53,86029,616.0,2,0.2,132.56,0,0
791,2022-06-29 01:17:11,49274,1520.0,1,0.0,25.84,7,0
792,2022-11-27 00:24:59,18489,400.0,1,0.0,15.93,43,0
793,2023-07-26 11:20:39,48917,526.0,1,0.0,40.79,44,0
794,2021-12-09 22:01:18,46343,1107.0,1,0.2,-78.93,22,1
795,2023-07-04 14:17:50,78630,909.0,1,0.0,19.95,49,0
796,2022-05-17 00:29:11,8743,550.0,1,0.0,208.06,21,0
797,2023-03-11 15:31:12,95540,220.0,1,0.15,103.99,30,0
798,2023-01-02 14:00:42,48324,1902.0,1,0.0,119.09,25,0
799,2021-12-31 02:41:27,56345,411.0,2,0.15,231.05,50,0
800,2021-07-13 20:11:25,68050,962.0,1,0.0,29.08,17,0
801,2022-11-21 16:39:03,55649,1384.0,1,0.0,166.68,0,0
802,2022-02-25 05:51:04,32478,,1,0.0,,36,0
803,2023-06-24 13:11:05,94306,1953.0,1,0.0,85.57,0,0
804,2023-02-11 16:43:27,50985,1977.0,1,0.0,79.35,38,0
805,2023-11-28 15:45:03,17071,1006.0,1,0.05,124.76,23,0
806,2022-08-13 05:17:15,38571,1511.0,1,0.0,50.99,47,0
807,2021-11-13 22:43:26,99398,242.0,1,0.0,23.82,0,0
808,2021-07-03 20:06:25,53838,1551.0,1,0.0,20.88,13,0
809,2022-07-29 23:14:30,75378,,1,0.15,,0,0
810,2021-08-29 16:46:06,67776,89.0,1,0.0,45.07,5,0
811,2022-11-18 15:40:06,39718,145.0,1,0.0,151.04,20,0
812,2021-03-24 11:50:56,92517,180.0,1,0.0,55.68,9,0
813,2021-03-20 04:13:23,90485,1496.0,1,0.0,58.9,34,0
814,2022-01-16 17:29:08,44558,1502.0,1,0.0,21.93,18,0
815,2022-02-09 03:58:06,43105,256.0,4,0.1,547.78,19,0
816,2021-06-11 20:17:10,70730,1083.0,1,0.1,12.5,31,0
817,2023-03-02 00:21:23,86648,921.0,1,0.0,38.31,0,0
818,2021-02-06 17:25:14,95446,1258.0,2,0.1,193.61,31,0
819,2021-12-19 00:38:16,71080,751.0,1,0.0,21.78,32,0
820,2023-11-25 14:36:00,19556,511.0,1,0.05,115.2,36,0
821,2023-07-02 11:31:10,62220,421.0,3,0.2,299.04,4,0
822,2023-06-07 16:50:31,59936,476.0,1,0.0,51.83,4,0
823,2021-03-20 10:57:41,18388,912.0,1,0.05,158.27,31,0
824,2022-12-09 10:41:41,75702,582.0,1,0.0,46.35,11,0
825,2021-12-08 17:27:39,1944,1071.0,1,0.0,69.72,16,0
826,2023-04-22 06:29:30,10936,473.0,1,0.1,95.8,13,0
827,2021-08-25 18:50:11,61648,1385.0,1,0.1,56.87,19,0
828,2021-09-30 20:35:48,22207,62.0,1,0.1,63.4,0,0
829,2023-01-01 15:13:45,87900,,1,0.0,,25,0
830,2023-02-09 15:43:57,75180,1887.0,1,0.0,35.7,0,0
831,2022-04-27 15:22:58,84854,1295.0,1,0.0,22.12,2,0
832,2021-07-29 01:31:50,2037,928.0,1,0.1,68.53,0,0
833,2022-11-29 11:28:12,27711,1376.0,1,0.0,102.8,8,0
834,2022-08-26 21:06:24,23175,1185.0,1,0.0,306.19,2,0
835,2021-06-26 16:50:20,74106,1279.0,3,0.0,29.43,0,0
836,2021-10-03 06:59:48,42809,1780.0,1,0.0,58.89,32,0
837,2022-03-08 20:04:04,21448,899.0,2,0.0,353.3,29,0
838,2021-12-29 13:28:31,68870,883.0,1,0.0,7.76,49,0
839,2023-08-26 02:45:54,19868,341.0,1,0.15,95.05,3,0
840,2023-01-01 15:41:27,35445,1262.0,1,0.15,37.26,50,0
841,2023-10-08 05:09:00,5687,9.0,1,0.05,24.1,16,0
842,2022-06-23 13:48:04,21434,20.0,1,0.0,123.17,4,0
843,2021-12-12 19:42:24,7927,180.0,1,0.0,55.68,26,0
844,2023-08-31 10:46:00,80332,28.0,3,0.0,92.1,37,0
845,2021-12-01 06:56:05,98529,1787.0,1,0.0,142.74,44,0
846,2022-06-08 11:43:29,95684,1086.0,1,0.0,133.65,20,0
847,2021-12-26 06:22:34,44591,390.0,4,0.05,610.74,0,0
848,2022-01-18 17:50:38,64885,1654.0,1,0.0,27.99,15,0
849,2022-10-12 16:38:17,6279,995.0,1,0.0,33.56,19,0
850,2021-11-15 03:31:59,88622,1261.0,1,0.1,61.1,29,0
851,2023-05-25 19:25:56,5291,300.0,1,0.15,64.88,17,0
852,2023-12-31 21:26:46,38576,693.0,1,0.15,46.9,30,0
853,2021-06-23 15:51:14,20775,162.0,1,0.0,37.11,15,0
854,2023-06-01 19:06:10,27782,,2,0.15,,0,0
855,2023-05-11 22:00:37,68624,1227.0,2,0.15,156.86,0,0
856,2023-12-10 20:38:00,24852,1434.0,1,0.0,58.21,20,0
857,2021-09-11 04:06:56,57981,1256.0,1,0.0,36.77,16,0
858,2022-01-22 00:41:48,57328,,1,0.05,,34,0
859,2023-01-05 06:14:39,20866,1926.0,2,0.1,84.29,6,0
860,2022-01-25 16:36:27,85842,,2,0.1,,0,0
861,2023-03-29 06:59:15,32886,543.0,1,0.0,112.03,35,0
862,2022-09-13 06:32:45,8167,,2,0.0,,41,0
863,2023-02-24 18:21:16,24101,1166.0,1,0.0,77.63,6,0
864,2023-08-03 04:58:16,53123,652.0,3,0.05,25.54,0,0
865,2023-02-22 22:56:17,50503,244.0,1,0.05,20.18,45,0
866,2023-11-06 01:17:25,22787,969.0,1,0.0,42.68,41,0
867,2022-10-12 10:25:34,24066,427.0,1,0.05,10.74,29,0
868,2023-04-27 03:48:02,40978,1769.0,1,0.1,48.61,29,0
869,2022-02-16 14:10:16,44989,899.0,1,0.0,176.65,38,0
870,2023-06-15 12:38:39,70305,1593.0,1,0.0,86.78,33,0
871,2023-03-15 06:06:56,90468,999.0,1,0.15,99.7,40,0
872,2022-12-01 16:20:01,38892,1391.0,1,0.05,37.83,1,0
873,2022-11-06 05:10:52,23738,443.0,1,0.1,133.77,33,0
874,2021-09-11 09:01:39,31539,474.0,3,0.0,109.05,3,0
875,2022-10-31 21:57:04,17007,206.0,1,0.0,51.19,39,0
876,2023-07-09 19:23:34,76287,,1,0.0,,0,0
877,2023-08-01 08:28:15,27937,990.0,1,0.0,54.26,25,0
878,2022-10-08 20:30:29,6906,569.0,1,0.0,15.45,24,0
879,2021-03-29 16:18:02,40549,364.0,1,0.0,67.46,50,0
880,2023-03-30 19:30:45,64402,1909.0,1,0.0,10.99,34,0
881,2022-12-16 16:40:20,90059,51.0,1,0.0,59.09,42,0
882,2022-12-05 03:22:11,30741,801.0,1,0.0,70.51,2,0
883,2022-07-25 09:04:52,24162,110.0,2,0.0,234.9,0,0
884,2022-11-18 06:26:47,96372,1129.0,1,0.0,66.66,0,0
885,2021-12-04 02:51:18,25231,1620.0,2,0.0,63.94,3,0
886,2022-01-03 18:15:23,99975,946.0,3,0.0,527.76,31,0
887,2022-07-01 17:44:17,81809,25.0,4,0.0,299.28,30,0
888,2023-06-27 19:38:06,35334,400.0,1,0.05,15.13,7,0
889,2021-12-15 19:03:13,30935,688.0,2,0.15,174.42,44,0
890,2021-10-03 07:22:31,47042,493.0,1,0.05,49.74,49,0
891,2021-01-30 19:13:45,65035,1489.0,1,0.0,74.15,45,0
892,2022-05-20 14:08:10,20752,1127.0,1,0.0,109.56,29,0
893,2023-05-31 13:24:55,16390,1983.0,1,0.0,26.95,42,0
894,2022-06-08 15:03:00,59666,139.0,1,0.0,62.55,21,0
895,2022-07-29 20:27:23,19497,95.0,1,0.0,87.96,0,0
896,2021-04-18 14:06:34,36049,1494.0,3,0.05,310.54,45,0
897,2021-05-24 08:30:32,1501,296.0,1,0.0,48.4,17,0
898,2022-12-13 16:29:44,76116,,1,0.0,,18,0
899,2022-04-23 17:29:26,596,1367.0,1,0.1,50.96,6,0
900,2022-09-16 19:30:36,94763,238.0,3,0.0,81.0,42,0
901,2023-01-22 10:06:13,90333,923.0,1,0.0,58.4,38,0
902,2022-12-11 07:15:52,61393,1243.0,1,0.05,-45.85,7,1
903,2021-11-23 10:21:17,42604,1558.0,1,0.0,128.9,48,0
904,2023-10-22 21:11:52,23070,573.0,2,0.0,154.02,9,0
905,2021-08-17 12:05:27,50204,864.0,1,0.2,46.8,18,0
906,2021-09-13 21:24:28,32890,65.0,2,0.0,175.22,0,0
907,2021-12-13 17:15:12,41265,1603.0,1,0.15,62.3,40,0
908,2021-09-06 17:58:07,85419,687.0,1,0.05,219.72,0,0
909,2022-01-20 12:28:55,22257,1354.0,1,0.0,43.85,27,0
910,2023-05-14 05:56:45,54575,948.0,1,0.05,132.71,0,0
911,2022-03-11 15:06:28,69925,1810.0,1,0.0,57.11,39,0
912,2021-11-21 14:04:28,42736,982.0,2,0.05,48.05,32,0
913,2022-07-22 23:27:58,20125,778.0,3,0.0,53.85,28,0
914,2021-07-17 17:07:04,70100,1629.0,1,0.0,29.62,37,0
915,2022-12-08 10:55:04,41537,1226.0,1,0.0,191.18,40,0
916,2021-11-10 20:48:12,40164,,2,0.0,,0,0
917,2021-08-24 15:59:59,53362,1101.0,1,0.05,29.8,45,0
918,2023-11-22 06:52:20,58786,685.0,1,0.1,66.12,39,0
919,2021-02-15 23:09:59,33524,756.0,1,0.05,120.04,8,0
920,2021-08-18 05:35:34,23998,1089.0,1,0.05,230.17,3,0
921,2023-03-09 22:18:55,97052,1693.0,1,0.0,35.42,36,0
922,2021-06-29 16:29:44,77550,1363.0,1,0.1,42.52,0,0
923,2021-07-09 20:40:25,3382,1983.0,1,0.0,26.95,0,0
924,2021-01-15 06:27:09,88593,1988.0,4,0.0,742.24,0,0
925,2021-02-02 23:58:32,96057,725.0,1,0.1,36.68,7,0
926,2023-06-24 06:52:09,92700,125.0,1,0.2,11.98,4,0
927,2021-11-13 06:12:43,98925,1776.0,2,0.0,44.34,26,0
928,2021-01-01 20:45:57,56533,1684.0,1,0.05,37.31,5,0
929,2021-02-15 13:55:54,16028,1331.0,1,0.0,26.02,7,0
930,2022-06-09 06:07:41,6916,1339.0,1,0.2,24.26,45,0
931,2021-06-26 20:30:33,38387,1439.0,3,0.0,35.13,21,0
932,2023-06-15 05:09:18,35798,1458.0,2,0.0,19.94,47,0
933,2021-07-29 14:40:13,32446,502.0,1,0.0,15.57,23,0
934,2021-06-28 15:19:23,29612,641.0,1,0.0,121.27,22,0
935,2023-05-05 17:26:48,75262,,1,0.15,,0,0
936,2021-06-29 10:58:41,46916,431.0,1,0.0,21.51,34,0
937,2021-11-29 02:29:20,99431,1497.0,1,0.2,47.98,46,0
938,2022-04-05 09:34:08,87562,,1,0.05,,12,0
939,2023-04-20 06:31:36,12869,1100.0,2,0.1,395.35,21,0
940,2021-09-26 06:15:47,23908,423.0,3,0.1,185.44,36,0
941,2021-11-25 13:34:09,14001,465.0,1,0.0,41.35,0,0
942,2022-06-25 22:36:13,77445,922.0,1,0.0,140.06,0,0
943,2021-11-24 06:16:18,22217,569.0,1,0.0,15.45,8,0
944,2021-09-12 21:37:58,14268,1223.0,1,0.0,83.5,5,0
945,2021-12-29 15:59:11,33634,31.0,3,0.15,116.87,6,0
946,2022-10-23 14:46:20,34079,1476.0,3,0.0,425.1,0,0
947,2022-02-08 11:25:44,78392,,1,0.15,,0,0
948,2023-10-12 15:13:28,87507,481.0,1,0.1,61.82,0,0
949,2023-01-07 13:52:12,12989,588.0,2,0.0,110.98,21,0
950,2022-08-04 15:28:09,99197,,2,0.0,,1,0
951,2021-12-21 06:40:03,96016,1429.0,1,0.15,172.9,40,0
952,2023-07-28 16:35:09,29818,562.0,2,0.0,27.56,11,0
953,2023-05-17 10:43:26,95307,28.0,3,0.1,82.89,11,0
954,2023-12-12 11:42:08,21904,,1,0.0,,45,0
955,2022-05-26 19:03:57,59471,1499.0,1,0.1,58.01,0,0
956,2021-05-23 05:53:38,92704,1109.0,1,0.0,128.01,44,0
957,2022-08-05 20:39:34,92003,1240.0,3,0.05,368.9,20,0
958,2022-09-30 13:16:14,57379,697.0,2,0.0,192.94,0,0
959,2021-04-15 16:58:46,21207,1042.0,1,0.0,118.46,28,0
960,2021-10-05 22:32:38,74066,78.0,1,0.05,141.44,48,0
961,2023-03-31 17:36:50,53612,1375.0,1,0.0,30.13,45,0
962,2022-11-27 19:16:02,63328,1382.0,2,0.0,64.76,40,0
963,2022-04-04 20:09:03,89922,551.0,3,0.0,156.12,23,0
964,2022-10-02 05:49:36,74847,,1,0.0,,0,0
965,2023-10-27 18:41:23,36477,243.0,1,0.05,38.23,35,0
966,2021-11-04 17:46:35,95677,1129.0,1,0.0,66.66,40,0
967,2023-03-14 17:06:06,49076,1211.0,1,0.0,67.95,0,0
968,2021-07-30 19:42:14,81397,1649.0,1,0.0,206.34,0,0
969,2021-04-17 13:32:52,33131,569.0,1,0.1,13.9,0,0
970,2023-09-03 07:49:34,73049,342.0,2,0.0,33.88,14,0
971,2023-02-19 21:31:10,72408,818.0,2,0.0,241.46,29,0
972,2023-08-08 11:13:18,25646,107.0,1,0.05,28.31,49,0
973,2023-11-07 02:23:04,27804,784.0,4,0.0,752.2,23,0
974,2021-11-06 18:23:54,52994,1931.0,1,0.05,43.62,45,0
975,2021-11-03 02:59:58,51757,838.0,1,0.0,52.69,43,0
976,2021-07-12 18:43:46,43529,1148.0,4,0.0,76.72,44,0
977,2022-11-29 07:39:55,98472,771.0,1,0.15,115.61,4,0
978,2023-01-25 07:15:26,76858,1290.0,1,0.05,101.16,8,0
979,2022-05-20 19:18:38,68420,537.0,1,0.0,56.06,21,0
980,2022-03-16 11:37:50,62287,461.0,1,0.05,17.82,20,0
981,2021-09-27 22:59:24,68169,1914.0,1,0.0,29.14,5,0
982,2023-12-25 21:23:32,28703,1987.0,1,0.05,22.53,0,0
983,2022-02-28 15:23:51,60256,1837.0,1,0.0,10.49,0,0
984,2023-02-04 07:41:38,5397,,1,0.0,,0,0
985,2021-07-11 12:36:20,66428,1391.0,1,0.1,35.84,29,0
986,2023-09-24 04:36:15,3931,1189.0,1,0.0,23.91,5,0
987,2021-11-30 05:17:37,33194,1552.0,1,0.0,75.08,40,0
988,2021-01-26 13:23:05,9119,800.0,1,0.0,137.87,11,0
989,2021-12-14 06:49:00,19947,945.0,1,0.0,78.06,20,0
990,2021-09-06 09:12:26,61402,1721.0,1,0.0,245.6,42,0
991,2021-01-22 07:15:33,18075,835.0,2,0.0,153.48,14,0
992,2023-01-04 06:53:30,20342,625.0,1,0.05,16.98,29,0
993,2023-06-30 02:02:16,27692,1526.0,1,0.15,11.93,50,0
994,2022-06-14 17:05:52,82407,56.0,1,0.0,9.6,6,0
995,2021-09-23 01:00:44,53198,1328.0,1,0.2,202.33,40,0
996,2021-07-26 18:58:54,48462,1248.0,1,0.0,69.92,0,0
997,2023-01-21 00:18:47,77920,1320.0,1,0.0,23.57,0,0
998,2021-07-14 12:31:39,32303,274.0,1,0.0,31.96,7,0
999,2021-05-31 08:18:03,66424,83.0,3,0.1,117.77,20,0
1000,2021-04-29 12:00:33,61062,817.0,1,0.1,84.34,42,0
1001,2021-12-04 20:37:25,73303,440.0,2,0.15,147.48,20,0
1002,2022-04-28 05:13:19,21502,50.0,1,0.0,18.63,4,0
1003,2022-12-02 05:17:16,10662,1340.0,4,0.0,509.52,0,0
1004,2022-11-20 04:46:58,72138,,3,0.0,,26,0
1005,2022-04-09 22:33:35,51084,1302.0,3,0.0,198.33,2,0
1006,2022-02-07 19:04:32,94531,543.0,2,0.0,224.06,5,0
1007,2023-08-05 13:58:04,42055,88.0,1,0.0,99.8,0,0
1008,2022-11-18 13:29:58,74497,1397.0,1,0.0,15.45,36,0
1009,2022-03-25 12:36:44,96999,1434.0,3,0.0,174.63,16,0
1010,2021-04-22 18:07:12,10473,11.0,1,0.0,77.71,39,0
1011,2021-05-30 02:07:24,73225,966.0,1,0.1,64.74,19,0
1012,2021-12-29 20:17:30,38652,198.0,1,0.0,77.74,4,0
1013,2021-11-21 09:11:54,54120,1202.0,1,0.05,57.19,18,0
1014,2022-10-18 20:27:12,75645,887.0,2,0.1,50.4,0,0
1015,2022-07-29 15:02:31,35871,1681.0,1,0.0,12.02,18,0
1016,2022-10-28 08:37:14,84658,851.0,1,0.05,151.42,15,0
1017,2023-11-22 19:08:00,80426,1567.0,1,0.05,-65.69,0,1
1018,2021-12-21 11:36:40,92489,385.0,1,0.05,42.03,0,0
1019,2021-01-05 18:42:28,46878,1259.0,1,0.2,81.31,0,0
1020,2022-12-17 12:10:17,38127,,1,0.2,,4,0
1021,2021-09-07 22:31:47,7879,844.0,1,0.05,34.6,18,0
1022,2023-09-13 21:20:18,76444,1137.0,1,0.0,83.59,36,0
1023,2022-03-21 20:36:15,3482,1212.0,1,0.1,15.46,13,0
1024,2023-12-17 06:26:11,59286,1147.0,2,0.0,107.24,25,0
1025,2021-02-07 20:04:44,71856,1146.0,1,0.0,101.44,18,0
1026,2023-01-20 13:11:25,2173,1712.0,2,0.15,129.37,10,0
1027,2023-07-15 02:49:18,76517,827.0,1,0.15,49.39,7,0
1028,2023-11-04 11:12:53,87521,1914.0,1,0.05,27.68,49,0
1029,2023-12-18 09:16:27,36393,175.0,1,0.0,95.94,18,0
1030,2023-03-05 14:50:48,4859,787.0,1,0.0,12.89,45,0
1031,2023-02-10 05:14:49,64955,1093.0,1,0.2,56.88,35,0
1032,2023-12-01 00:02:57,94713,1836.0,1,0.05,9.6,31,0
1033,2023-12-13 12:19:18,63324,1424.0,2,0.0,163.46,22,0
1034,2022-03-26 19:56:52,49449,580.0,1,0.1,48.51,3,0
1035,2022-08-16 18:20:41,77646,299.0,2,0.05,75.16,0,0
1036,2023-09-08 16:36:58,29837,523.0,1,0.0,38.9,30,0
1037,2023-03-17 12:43:30,39420,1785.0,2,0.05,133.42,9,0
1038,2022-06-24 05:37:57,98557,1252.0,2,0.05,101.57,18,0
1039,2023-04-07 14:34:07,9354,1558.0,1,0.0,128.9,6,0
1040,2022-08-02 07:33:37,90236,1324.0,4,0.05,612.86,21,0
1041,2023-09-05 15:23:56,69866,1200.0,3,0.0,64.26,45,0
1042,2023-11-21 07:47:29,3620,,3,0.1,,15,0
1043,2021-12-04 21:19:44,32771,,1,0.0,,21,0
1044,2022-12-30 09:39:38,72557,104.0,1,0.0,-7.98,32,1
1045,2023-12-29 21:24:10,85811,334.0,2,0.15,-124.24,0,1
1046,2022-08-07 14:15:07,57838,190.0,3,0.0,500.67,12,0
1047,2023-01-13 10:01:40,17486,1791.0,1,0.0,15.1,40,0
1048,2022-04-28 04:46:16,99563,1789.0,1,0.0,77.29,13,0
1049,2023-12-16 02:25:33,35254,495.0,1,0.0,167.2,0,0
1050,2022-12-06 14:20:26,19416,552.0,1,0.0,11.22,4,0
1051,2021-07-10 12:54:30,84814,799.0,1,0.1,44.6,25,0
1052,2022-11-27 16:50:38,93998,137.0,2,0.05,231.65,1,0
1053,2021-07-04 07:24:23,54499,1692.0,2,0.05,62.83,0,0
1054,2023-01-23 06:08:15,33704,571.0,1,0.1,21.36,15,0
1055,2022-12-27 20:55:15,95463,381.0,1,0.0,21.18,37,0
1056,2022-03-01 13:40:25,70010,1215.0,1,0.0,15.33,20,0
1057,2022-12-17 15:59:36,30960,911.0,1,0.0,53.4,36,0
1058,2023-07-13 23:27:31,74206,158.0,1,0.0,150.23,0,0
1059,2023-01-15 04:29:08,77987,1278.0,2,0.0,73.44,39,0
1060,2022-11-29 05:42:11,88448,96.0,1,0.0,174.04,43,0
1061,2021-07-01 09:01:43,15540,,1,0.05,,2,0
1062,2022-10-30 00:46:08,83523,1075.0,1,0.0,87.72,0,0
1063,2022-12-01 08:03:44,16236,1052.0,1,0.0,21.82,28,0
1064,2021-09-10 19:16:17,76088,1479.0,1,0.05,12.84,44,0
1065,2022-01-11 09:07:34,58975,1651.0,2,0.0,163.06,28,0
1066,2023-11-18 13:46:16,76827,81.0,4,0.0,151.32,41,0
1067,2023-05-02 01:27:37,1175,988.0,1,0.0,67.41,5,0
1068,2023-09-13 20:22:41,50330,66.0,1,0.05,51.35,48,0
1069,2022-09-11 05:13:02,24339,960.0,1,0.0,111.77,0,0
1070,2022-11-07 21:28:18,20399,,2,0.0,,0,0
1071,2023-07-12 19:20:23,11652,728.0,1,0.0,18.71,30,0
1072,2021-12-07 12:27:28,28842,1631.0,1,0.1,51.51,0,0
1073,2021-04-12 19:50:48,15878,865.0,4,0.0,207.04,5,0
1074,2023-05-09 14:32:47,28753,1964.0,3,0.0,242.31,0,0
1075,2023-11-11 01:12:28,24963,,1,0.0,,38,0
1076,2021-02-11 11:55:09,48793,1443.0,1,0.0,38.29,30,0
1077,2022-02-20 21:33:15,45682,,1,0.0,,40,0
1078,2021-08-14 19:05:03,7511,1776.0,1,0.0,22.17,0,0
1079,2022-02-12 23:35:20,23601,1610.0,1,0.0,77.47,3,0
1080,2021-05-26 19:44:03,17481,1751.0,1,0.0,119.52,14,0
1081,2022-11-07 11:57:41,7551,1457.0,2,0.05,91.1,40,0
1082,2021-10-26 14:37:08,90766,1553.0,2,0.2,52.54,39,0
1083,2021-04-26 23:50:12,97891,407.0,1,0.0,78.51,0,0
1084,2021-07-04 08:10:14,42062,,1,0.0,,7,0
1085,2023-04-10 12:12:50,53745,1207.0,1,0.0,24.35,0,0
1086,2022-01-15 08:46:11,44081,251.0,1,0.0,67.75,5,0
1087,2023-07-29 19:36:18,49049,565.0,1,0.2,76.02,28,0
1088,2022-08-30 00:08:14,76597,290.0,2,0.0,219.94,29,0
1089,2021-01-25 05:53:21,51241,1606.0,2,0.1,18.7,26,0
1090,2023-11-05 18:38:51,35749,1361.0,1,0.15,68.71,4,0
1091,2022-05-10 21:32:36,20385,1878.0,1,0.0,16.19,29,0
1092,2021-01-11 17:38:32,60164,1309.0,1,0.0,164.88,20,0
1093,2021-01-10 23:58:27,36792,1747.0,1,0.0,16.13,0,0
1094,2022-06-26 14:55:38,44562,996.0,2,0.0,184.0,11,0
1095,2022-06-23 18:39:21,92327,1154.0,1,0.0,35.05,0,0
1096,2021-11-24 08:06:53,77751,361.0,2,0.0,23.66,25,0
1097,2022-10-01 13:06:38,95705,343.0,1,0.0,175.43,4,0
1098,2022-12-29 17:31:33,46560,1210.0,4,0.1,139.14,36,0
1099,2023-12-17 21:56:36,70546,1699.0,1,0.0,86.96,0,0
1100,2022-01-01 05:47:33,70777,849.0,1,0.0,11.42,0,0
1101,2023-02-11 15:30:16,83222,139.0,1,0.15,53.17,0,0
1102,2021-04-29 06:12:30,69963,1881.0,1,0.05,238.77,22,0
1103,2021-01-05 20:28:25,55750,,1,0.0,,29,0
1104,2021-01-26 07:01:28,4813,448.0,1,0.15,50.01,3,0
1105,2021-09-18 22:34:30,39166,563.0,1,0.0,67.08,14,0
1106,2023-11-04 12:33:38,36854,225.0,1,0.0,49.62,0,0
1107,2023-06-10 16:25:18,77843,212.0,1,0.05,51.75,0,0
1108,2021-07-25 22:00:52,83320,407.0,1,0.0,78.51,18,0
1109,2021-11-26 17:48:18,67724,,1,0.0,,11,0
1110,2022-11-06 17:14:13,96300,549.0,3,0.0,78.36,0,0
1111,2022-08-08 22:12:52,59474,658.0,1,0.2,49.82,5,0
1112,2022-09-25 20:09:48,14738,,1,0.0,,31,0
1113,2021-03-18 05:56:24,64960,1846.0,1,0.15,98.8,0,0
1114,2023-12-04 16:53:58,68815,1099.0,1,0.0,123.87,0,0
1115,2021-03-27 15:26:52,67791,311.0,1,0.0,55.24,41,0
1116,2022-09-03 12:04:57,81800,884.0,1,0.0,12.2,7,0
1117,2022-11-05 06:46:28,7313,1035.0,1,0.0,62.29,6,0
1118,2023-05-16 07:27:15,85777,1938.0,1,0.0,9.84,37,0
1119,2022-10-04 16:16:55,4923,1106.0,1,0.15,43.32,11,0
1120,2021-02-05 06:44:38,97731,1284.0,4,0.0,34.84,45,0
1121,2021-09-01 21:48:09,34792,1086.0,1,0.15,113.6,45,0
1122,2021-10-22 09:48:10,47971,1885.0,2,0.0,93.82,0,0
1123,2021-05-23 20:56:20,81160,1622.0,2,0.05,89.47,5,0
1124,2021-03-14 11:02:43,67743,85.0,4,0.05,275.16,39,0
1125,2022-11-30 08:06:58,76491,826.0,1,0.1,142.73,19,0
1126,2021-10-24 00:35:49,58991,955.0,3,0.05,37.22,31,0
1127,2023-12-25 20:44:28,48370,1228.0,1,0.2,93.46,22,0
1128,2023-10-12 01:18:01,37638,1184.0,1,0.0,53.72,39,0
1129,2021-07-04 11:14:31,64259,1120.0,2,0.0,172.82,31,0
1130,2023-08-02 17:21:18,38866,39.0,1,0.0,37.9,31,0
1131,2023-09-10 11:32:57,24746,380.0,2,0.0,233.6,2,0
1132,2023-04-11 21:51:59,84484,,1,0.15,,31,0
1133,2023-04-23 16:01:26,67075,1192.0,1,0.15,99.48,4,0
1134,2023-04-28 06:18:13,64591,387.0,1,0.1,28.1,8,0
1135,2021-01-12 15:37:27,92354,1738.0,1,0.0,57.31,0,0
1136,2023-09-02 05:10:34,76524,1297.0,2,0.0,27.8,0,0
1137,2021-02-16 07:27:49,67229,391.0,3,0.1,334.66,7,0
1138,2022-12-03 08:41:19,88477,1068.0,1,0.0,30.27,20,0
1139,2021-04-27 20:01:07,53349,774.0,1,0.0,95.09,21,0
1140,2023-04-19 18:30:47,94127,1418.0,1,0.0,119.16,0,0
1141,2023-05-16 04:27:52,36101,,1,0.0,,3,0
1142,2022-08-08 20:54:07,23690,32.0,2,0.0,125.24,35,0
1143,2023-09-13 16:26:27,61076,1852.0,1,0.15,50.68,25,0
1144,2021-07-25 04:11:50,60056,843.0,1,0.0,13.12,3,0
1145,2022-03-12 01:48:00,9653,1335.0,1,0.0,60.41,16,0
1146,2022-10-09 01:09:49,36810,686.0,1,0.0,133.2,25,0
1147,2021-01-13 06:13:43,18905,614.0,1,0.0,52.19,45,0
1148,2023-12-19 04:16:23,68379,1399.0,1,0.15,55.73,33,0
1149,2022-10-07 18:26:18,29452,1043.0,1,0.2,7.78,18,0
1150,2022-07-29 22:15:46,65155,133.0,1,0.0,112.91,0,0
1151,2022-05-09 23:56:22,87175,140.0,1,0.15,36.81,0,0
1152,2022-11-18 19:30:00,37696,111.0,1,0.15,97.18,28,0
1153,2022-04-12 20:37:54,62794,386.0,1,0.05,27.12,43,0
1154,2022-03-25 16:33:45,99493,1611.0,2,0.0,188.44,7,0
